Tanggal,Waktu,Temperature,Humidity,MQ-6 (ppm),ADC,Label,Relabel
29/04/2026,17:33:49,30.85,78.09,0.29,97,0,0
29/04/2026,17:35:41,30.85,78.14,0.27,94,0,0
29/04/2026,17:37:43,30.85,78.4,0.25,91,0,0
29/04/2026,17:39:42,30.85,78.43,0.23,87,0,0
29/04/2026,17:41:42,30.84,78.48,0.26,92,0,0
29/04/2026,17:43:43,30.84,78.56,0.3,99,0,0
29/04/2026,17:45:43,30.85,78.6,0.3,99,0,0
29/04/2026,17:47:43,30.85,78.6,0.28,96,0,0
29/04/2026,17:49:44,30.84,78.74,0.21,84,0,0
29/04/2026,17:55:46,30.84,78.77,0.32,102,0,0
29/04/2026,17:59:45,30.83,78.79,0.25,91,0,0
29/04/2026,18:01:44,30.83,78.84,0.2,82,0,0
29/04/2026,18:03:46,30.83,78.85,0.33,103,0,0
29/04/2026,18:05:47,30.83,78.82,0.25,91,0,0
29/04/2026,18:07:45,30.83,78.82,0.3,99,0,0
29/04/2026,18:09:47,30.83,78.8,0.41,114,0,0
29/04/2026,18:11:46,30.84,78.77,0.38,110,0,0
29/04/2026,18:13:46,30.84,78.82,0.35,106,0,0
29/04/2026,18:15:46,30.83,78.84,0.31,100,0,0
29/04/2026,18:17:47,30.83,78.88,0.33,103,0,0
29/04/2026,18:19:47,30.83,78.87,0.3,99,0,0
29/04/2026,18:21:47,30.83,78.9,0.36,107,0,0
29/04/2026,18:23:48,30.82,78.95,0.38,110,0,0
29/04/2026,18:25:47,30.82,79.04,0.26,92,0,0
29/04/2026,18:27:48,30.82,79.03,0.32,102,0,0
29/04/2026,18:29:48,30.81,79.08,0.32,102,0,0
29/04/2026,18:31:48,30.81,79.09,0.27,94,0,0
29/04/2026,18:33:48,30.81,79.18,0.26,92,0,0
29/04/2026,18:35:49,30.81,79.21,0.22,86,0,0
29/04/2026,18:37:51,30.81,79.22,0.26,92,0,0
29/04/2026,18:39:50,30.81,79.25,0.23,87,0,0
29/04/2026,18:41:50,30.81,79.27,0.39,111,0,0
29/04/2026,18:43:52,30.81,79.28,0.22,86,0,0
29/04/2026,18:45:51,30.8,79.36,0.27,94,0,0
29/04/2026,18:47:50,30.8,79.38,0.27,94,0,0
29/04/2026,18:49:51,30.79,79.45,0.2,82,0,0
29/04/2026,18:51:51,30.79,79.47,0.32,102,0,0
29/04/2026,18:53:53,30.79,79.49,0.3,99,0,0
29/04/2026,18:55:52,30.79,79.52,0.22,86,0,0
29/04/2026,18:57:51,30.79,79.52,0.26,92,0,0
29/04/2026,18:59:53,30.78,79.54,0.33,103,0,0
29/04/2026,19:01:52,30.78,79.57,0.32,102,0,0
29/04/2026,19:03:52,30.78,79.6,0.32,102,0,0
29/04/2026,19:05:54,30.78,79.65,0.33,103,0,0
29/04/2026,19:07:52,30.78,79.66,0.4,113,0,0
29/04/2026,19:09:53,30.77,79.68,0.31,100,0,0
29/04/2026,19:11:54,30.77,79.72,0.35,106,0,0
29/04/2026,19:13:55,30.77,79.73,0.32,102,0,0
29/04/2026,19:15:57,30.77,79.73,0.32,102,0,0
29/04/2026,19:17:54,30.77,79.74,0.32,102,0,0
29/04/2026,19:19:54,30.76,79.81,0.37,109,0,0
29/04/2026,19:21:54,30.76,79.84,0.34,105,0,0
29/04/2026,19:23:55,30.75,79.87,0.37,109,0,0
29/04/2026,19:25:55,30.75,79.92,0.34,105,0,0
29/04/2026,19:28:06,30.75,79.88,0.26,92,0,0
29/04/2026,19:29:55,30.74,79.9,0.28,96,0,0
29/04/2026,19:31:55,30.74,79.94,0.34,105,0,0
29/04/2026,19:33:57,30.74,79.93,0.26,92,0,0
29/04/2026,19:35:56,30.74,79.91,0.39,111,0,0
29/04/2026,19:37:56,30.73,79.88,0.31,100,0,0
29/04/2026,19:39:58,30.73,79.87,0.32,102,0,0
29/04/2026,19:41:57,30.73,79.82,0.3,99,0,0
29/04/2026,19:43:56,30.72,79.82,0.32,102,0,0
29/04/2026,19:45:57,30.72,79.81,0.37,109,0,0
29/04/2026,19:47:57,30.71,79.8,0.29,97,0,0
29/04/2026,19:49:58,30.71,79.77,0.3,99,0,0
29/04/2026,19:51:58,30.7,79.81,0.29,97,0,0
29/04/2026,19:54:02,30.69,79.76,0.37,109,0,0
29/04/2026,19:56:02,30.69,79.7,0.2,82,0,0
29/04/2026,19:57:59,30.68,79.75,0.24,89,0,0
29/04/2026,19:59:59,30.67,79.73,0.28,96,0,0
29/04/2026,20:01:59,30.66,79.68,0.18,78,0,0
29/04/2026,20:04:01,30.66,79.64,0.21,84,0,0
29/04/2026,20:06:01,30.66,79.42,0.18,78,0,0
29/04/2026,20:08:05,30.66,79.48,0.3,99,0,0
29/04/2026,20:10:01,30.65,79.41,0.21,84,0,0
29/04/2026,20:12:05,30.65,79.46,0.25,91,0,0
29/04/2026,20:14:00,30.64,79.47,0.21,84,0,0
29/04/2026,20:16:01,30.63,79.35,0.26,92,0,0
29/04/2026,20:18:02,30.63,79.27,0.21,84,0,0
29/04/2026,20:20:01,30.62,79.24,0.23,87,0,0
29/04/2026,20:22:02,30.62,79.31,0.3,99,0,0
29/04/2026,20:24:02,30.61,79.24,0.22,86,0,0
29/04/2026,20:26:03,30.61,79.27,0.22,86,0,0
29/04/2026,20:28:02,30.61,79.12,0.24,89,0,0
29/04/2026,20:30:03,30.61,79.09,0.18,78,0,0
29/04/2026,20:32:03,30.61,79.01,0.17,76,0,0
29/04/2026,20:34:04,30.6,79.05,0.2,82,0,0
29/04/2026,20:36:04,30.6,79.09,0.21,84,0,0
29/04/2026,20:38:04,30.6,79.13,0.21,84,0,0
29/04/2026,20:40:04,30.59,79.12,0.18,78,0,0
29/04/2026,20:42:04,30.59,79.14,0.23,87,0,0
29/04/2026,20:44:04,30.57,79.18,0.18,78,0,0
29/04/2026,20:46:04,30.57,79.26,0.22,86,0,0
29/04/2026,20:48:08,30.56,79.28,0.21,84,0,0
29/04/2026,20:50:05,30.56,79.32,0.17,76,0,0
29/04/2026,20:52:06,30.55,79.32,0.26,92,0,0
29/04/2026,20:54:07,30.55,79.37,0.26,92,0,0
29/04/2026,20:56:06,30.54,79.39,0.22,86,0,0
29/04/2026,20:58:05,30.54,79.42,0.21,84,0,0
29/04/2026,21:00:06,30.54,79.42,0.21,84,0,0
29/04/2026,21:02:06,30.53,79.45,0.26,92,0,0
29/04/2026,21:04:07,30.53,79.55,0.21,84,0,0
29/04/2026,21:06:11,30.53,79.6,0.29,97,0,0
29/04/2026,21:08:07,30.52,79.54,0.21,84,0,0
29/04/2026,21:10:07,30.51,79.63,0.21,84,0,0
29/04/2026,21:12:07,30.51,79.64,0.21,84,0,0
29/04/2026,21:14:08,30.5,79.7,0.22,86,0,0
29/04/2026,21:16:08,30.5,79.76,0.21,84,0,0
29/04/2026,21:18:09,30.5,79.77,0.2,82,0,0
29/04/2026,21:20:09,30.49,79.84,0.17,76,0,0
29/04/2026,21:22:09,30.49,79.9,0.16,74,0,0
29/04/2026,21:24:09,30.48,79.95,0.2,82,0,0
29/04/2026,21:26:11,30.48,79.94,0.17,76,0,0
29/04/2026,21:30:10,30.47,80.09,0.23,87,0,0
29/04/2026,21:32:10,30.47,80.09,0.17,76,0,0
29/04/2026,21:34:12,30.46,80.07,0.17,76,0,0
29/04/2026,21:36:12,30.46,80.13,0.16,74,0,0
29/04/2026,21:38:13,30.45,80.17,0.23,87,0,0
29/04/2026,21:40:11,30.45,80.22,0.21,84,0,0
29/04/2026,21:42:11,30.45,80.28,0.23,87,0,0
29/04/2026,21:44:12,30.44,80.32,0.21,84,0,0
29/04/2026,21:46:13,30.44,80.32,0.2,82,0,0
29/04/2026,21:48:13,30.44,80.36,0.21,84,0,0
29/04/2026,21:50:13,30.44,80.51,0.22,86,0,0
29/04/2026,21:52:13,30.44,80.51,0.24,89,0,0
29/04/2026,21:54:12,30.44,80.62,0.22,86,0,0
29/04/2026,21:56:15,30.44,80.73,0.2,82,0,0
29/04/2026,21:58:13,30.43,80.68,0.27,94,0,0
29/04/2026,22:00:13,30.44,80.68,0.18,78,0,0
29/04/2026,22:02:15,30.44,80.66,0.29,97,0,0
29/04/2026,22:04:13,30.44,80.75,0.25,91,0,0
29/04/2026,22:06:14,30.43,80.77,0.23,87,0,0
29/04/2026,22:10:15,30.42,80.78,0.29,97,0,0
29/04/2026,22:12:17,30.42,80.84,0.27,94,0,0
29/04/2026,22:14:17,30.42,80.89,0.26,92,0,0
29/04/2026,22:16:23,30.41,80.91,0.19,80,0,0
29/04/2026,22:18:16,30.41,80.92,0.23,87,0,0
29/04/2026,22:20:16,30.41,80.89,0.26,92,0,0
29/04/2026,22:22:15,30.4,80.97,0.3,99,0,0
29/04/2026,22:24:17,30.4,80.85,0.25,91,0,0
29/04/2026,22:26:16,30.39,80.76,0.28,96,0,0
29/04/2026,22:28:17,30.38,80.78,0.22,86,0,0
29/04/2026,22:32:18,30.37,80.77,0.26,92,0,0
29/04/2026,22:34:19,30.36,80.72,0.24,89,0,0
30/04/2026,10:36:28,30.29,79.63,0.07,50,0,0
30/04/2026,10:38:26,30.06,80.01,0.08,54,0,0
30/04/2026,10:40:27,29.88,80.02,0.08,54,0,0
30/04/2026,10:42:29,29.75,80.96,0.13,67,0,0
30/04/2026,10:44:27,29.65,81.03,0.09,57,0,0
30/04/2026,10:46:27,29.58,81.59,0.12,65,0,0
30/04/2026,10:48:28,29.53,81.78,0.13,67,0,0
30/04/2026,10:50:28,29.51,82.45,0.12,65,0,0
30/04/2026,10:52:28,29.5,82.66,0.11,62,0,0
30/04/2026,10:54:28,29.51,82.69,0.12,65,0,0
30/04/2026,10:56:29,29.53,82.77,0.11,62,0,0
30/04/2026,10:58:29,29.54,82.53,0.17,76,0,0
30/04/2026,11:00:29,29.56,82.7,0.13,67,0,0
30/04/2026,11:02:29,29.57,82.52,0.15,72,0,0
30/04/2026,11:04:29,29.58,82.51,0.16,74,0,0
30/04/2026,11:06:30,29.6,82.58,0.16,74,0,0
30/04/2026,11:08:30,29.61,82.59,0.13,67,0,0
30/04/2026,11:10:30,29.63,82.64,0.12,65,0,0
30/04/2026,11:12:31,29.65,82.53,0.1,59,0,0
30/04/2026,11:14:31,29.66,82.5,0.14,69,0,0
30/04/2026,11:16:31,29.69,82.48,0.12,65,0,0
30/04/2026,11:18:31,29.71,82.29,0.2,82,0,0
30/04/2026,11:20:32,29.72,82.33,0.15,72,0,0
30/04/2026,11:22:32,29.74,82.19,0.16,74,0,0
30/04/2026,11:24:32,29.75,82.08,0.17,76,0,0
30/04/2026,11:28:33,29.82,81.11,0.13,67,0,0
30/04/2026,11:30:33,29.94,79.58,0.09,57,0,0
30/04/2026,11:32:33,30.08,78.9,0.08,54,0,0
30/04/2026,11:34:33,30.15,79.4,0.1,59,0,0
30/04/2026,11:36:34,30.3,78.54,0.09,57,0,0
30/04/2026,11:38:34,30.34,79.18,0.11,62,0,0
30/04/2026,11:40:34,30.37,79.58,0.1,59,0,0
30/04/2026,11:42:35,30.4,78.85,0.07,50,0,0
30/04/2026,11:44:35,30.44,78.54,0.1,59,0,0
30/04/2026,11:46:36,30.51,76.98,0.05,43,0,0
30/04/2026,11:48:36,30.52,77.94,0.06,47,0,0
30/04/2026,11:50:36,30.54,77.76,0.08,54,0,0
30/04/2026,11:52:36,30.65,75.77,0.09,57,0,0
30/04/2026,11:54:36,30.75,75.22,0.09,57,0,0
30/04/2026,11:56:36,30.84,74.85,0.09,57,0,0
30/04/2026,11:58:37,30.84,75.87,0.08,54,0,0
30/04/2026,12:00:38,30.83,76.52,0.11,62,0,0
30/04/2026,12:02:38,30.84,76.35,0.12,65,0,0
30/04/2026,12:04:38,30.88,75.35,0.09,57,0,0
30/04/2026,12:06:38,30.91,75.62,0.09,57,0,0
30/04/2026,12:08:38,30.94,75.62,0.09,57,0,0
30/04/2026,12:10:38,31.02,73.83,0.08,54,0,0
30/04/2026,12:12:39,31.03,74.38,0.08,54,0,0
30/04/2026,12:14:40,31.02,75.07,0.07,50,0,0
30/04/2026,12:16:41,31.0,75.09,0.08,54,0,0
30/04/2026,12:18:40,31.03,73.29,0.07,50,0,0
30/04/2026,12:20:40,31.01,73.85,0.07,50,0,0
30/04/2026,12:22:41,30.97,74.39,0.07,50,0,0
30/04/2026,12:24:40,30.99,74.82,0.12,65,0,0
30/04/2026,12:26:42,30.97,75.74,0.09,57,0,0
30/04/2026,12:28:41,30.96,76.27,0.09,57,0,0
30/04/2026,12:30:41,30.93,76.96,0.12,65,0,0
30/04/2026,12:32:42,30.92,76.95,0.1,59,0,0
30/04/2026,12:34:42,30.9,77.13,0.09,57,0,0
30/04/2026,12:36:42,30.89,77.18,0.1,59,0,0
30/04/2026,12:38:42,30.87,77.27,0.13,67,0,0
30/04/2026,12:40:43,30.87,77.11,0.08,54,0,0
30/04/2026,12:42:45,30.85,77.48,0.1,59,0,0
30/04/2026,12:44:43,30.83,77.41,0.15,72,0,0
30/04/2026,12:46:44,30.86,76.85,0.11,62,0,0
30/04/2026,12:48:45,30.89,76.21,0.09,57,0,0
30/04/2026,12:50:44,30.91,76.38,0.11,62,0,0
30/04/2026,12:52:44,30.92,76.16,0.11,62,0,0
30/04/2026,12:54:46,30.93,75.95,0.1,59,0,0
30/04/2026,12:56:45,30.92,76.49,0.1,59,0,0
30/04/2026,12:58:45,30.93,75.88,0.07,50,0,0
30/04/2026,13:00:45,30.94,75.81,0.06,47,0,0
30/04/2026,13:02:45,30.96,76.11,0.07,50,0,0
30/04/2026,13:04:45,30.98,76.14,0.08,54,0,0
30/04/2026,13:06:45,30.97,77.15,0.09,57,0,0
30/04/2026,13:08:46,30.98,77.35,0.13,67,0,0
30/04/2026,13:10:46,30.98,79.2,0.53,128,0,0
30/04/2026,13:12:47,31.01,78.47,0.99,170,0,0
30/04/2026,13:14:46,31.0,79.24,4.29,325,0,0
30/04/2026,13:16:48,31.01,78.61,1.18,184,0,0
30/04/2026,13:18:47,31.0,78.13,0.22,86,0,0
30/04/2026,13:20:47,31.01,78.59,3.38,293,0,0
30/04/2026,13:22:47,31.05,78.36,0.87,160,0,0
30/04/2026,13:24:47,31.06,78.12,0.77,152,0,0
30/04/2026,13:26:49,31.03,79.02,2.14,240,0,0
30/04/2026,13:28:49,30.99,79.22,24.41,669,0,0
30/04/2026,13:30:49,30.96,79.23,3.73,306,0,0
30/04/2026,13:32:49,30.93,79.37,9.8,462,0,0
30/04/2026,13:34:50,30.9,79.46,24.04,665,0,0
30/04/2026,13:36:49,30.89,79.41,9.8,462,0,0
30/04/2026,13:38:49,30.87,79.44,16.77,576,0,0
30/04/2026,13:40:50,30.86,79.51,14.31,540,0,0
30/04/2026,13:42:49,30.85,79.32,8.4,433,0,0
30/04/2026,13:44:50,30.84,78.6,7.04,402,0,0
30/04/2026,13:46:51,30.82,78.3,13.48,527,0,0
30/04/2026,13:48:51,30.81,78.27,9.3,452,0,0
30/04/2026,13:50:51,30.8,77.84,9.6,458,0,0
30/04/2026,13:52:52,30.79,77.97,15.17,553,0,0
30/04/2026,13:54:52,30.78,78.35,10.69,479,0,0
30/04/2026,13:56:52,30.77,78.57,34.14,762,0,0
30/04/2026,13:58:53,30.76,78.82,21.39,635,0,0
30/04/2026,14:00:53,30.75,78.92,13.42,526,0,0
30/04/2026,14:02:53,30.75,78.82,15.3,555,0,0
30/04/2026,14:04:53,30.74,78.85,13.92,534,0,0
30/04/2026,14:06:54,30.74,78.84,14.37,541,0,0
30/04/2026,14:08:55,30.74,78.88,10.85,482,0,0
30/04/2026,14:10:56,30.74,78.53,17.28,583,0,0
30/04/2026,14:12:54,30.74,78.61,12.21,506,0,0
30/04/2026,14:14:55,30.74,78.71,14.37,541,0,0
30/04/2026,14:16:55,30.74,78.74,11.02,485,0,0
30/04/2026,14:18:55,30.75,78.78,71.67,1002,0,0
30/04/2026,14:20:55,30.75,79.06,53.39,901,0,0
30/04/2026,14:22:58,30.74,79.04,58.06,929,0,0
30/04/2026,14:24:56,30.74,78.96,104.47,1142,0,1
30/04/2026,14:26:58,30.75,79.04,88.29,1078,0,0
30/04/2026,14:28:57,30.76,79.46,26.41,690,0,0
30/04/2026,14:30:57,30.77,79.36,72.28,1005,0,0
30/04/2026,14:32:56,30.78,79.32,84.34,1061,0,0
30/04/2026,14:34:59,30.8,80.15,51.8,891,0,0
30/04/2026,14:37:05,30.81,79.56,127.29,1220,0,1
30/04/2026,14:38:59,30.82,80.02,59.45,937,0,0
30/04/2026,14:40:59,30.81,80.84,32.19,745,0,0
30/04/2026,14:42:58,30.8,81.13,36.67,783,0,0
30/04/2026,14:44:58,30.8,81.04,71.47,1001,0,0
30/04/2026,14:46:59,30.8,81.08,44.6,843,0,0
30/04/2026,14:48:59,30.8,81.09,29.57,721,0,0
30/04/2026,14:50:59,30.81,81.04,30.75,732,0,0
30/04/2026,14:53:00,30.81,81.03,47.65,864,0,0
30/04/2026,14:55:00,30.81,81.1,47.65,864,0,0
30/04/2026,14:57:02,30.81,81.16,59.98,940,0,0
30/04/2026,14:59:00,30.81,81.04,48.1,867,0,0
30/04/2026,15:01:01,30.84,81.17,4.17,321,0,0
30/04/2026,15:05:02,30.85,81.84,8.58,437,0,0
30/04/2026,15:07:04,30.85,81.26,3.3,290,0,0
30/04/2026,15:09:02,30.84,81.06,2.19,242,0,0
30/04/2026,15:11:02,30.85,80.88,0.73,148,0,0
30/04/2026,15:13:03,30.85,81.02,1.93,229,0,0
30/04/2026,15:15:02,30.83,81.34,1.95,230,0,0
30/04/2026,15:17:03,30.83,80.92,3.43,295,0,0
30/04/2026,15:19:03,30.81,80.97,1.6,211,0,0
30/04/2026,15:21:03,30.79,81.14,6.02,376,0,0
30/04/2026,15:23:04,30.77,81.37,3.48,297,0,0
30/04/2026,15:25:04,30.75,81.6,6.09,378,0,0
30/04/2026,15:27:04,30.74,81.19,4.02,316,0,0
30/04/2026,15:29:05,30.72,81.5,14.63,545,0,0
30/04/2026,15:31:04,30.7,81.95,2.85,272,0,0
30/04/2026,15:33:05,30.69,81.66,8.21,429,0,0
30/04/2026,15:35:05,30.68,81.63,3.43,295,0,0
30/04/2026,15:37:05,30.66,81.6,2.85,272,0,0
30/04/2026,15:39:06,30.64,81.47,6.48,388,0,0
30/04/2026,15:41:06,30.6,81.44,8.35,432,0,0
30/04/2026,15:43:06,30.58,81.57,1.27,190,0,0
30/04/2026,15:45:06,30.56,81.48,4.26,324,0,0
30/04/2026,15:47:06,30.54,79.72,1.18,184,0,0
30/04/2026,15:49:07,30.54,78.33,1.15,182,0,0
30/04/2026,15:51:07,30.53,79.12,2.83,271,0,0
30/04/2026,15:53:08,30.54,78.68,0.87,160,0,0
30/04/2026,15:55:08,30.54,77.09,0.43,116,0,0
30/04/2026,15:57:09,30.52,77.59,1.0,171,0,0
30/04/2026,15:59:08,30.5,77.51,0.97,168,0,0
30/04/2026,16:01:09,30.45,76.86,2.44,254,0,0
30/04/2026,16:03:09,30.42,77.48,1.47,203,0,0
30/04/2026,16:05:10,30.39,77.48,3.27,289,0,0
30/04/2026,16:07:09,30.36,77.35,4.76,340,0,0
30/04/2026,16:09:10,30.34,77.5,2.71,266,0,0
30/04/2026,16:11:13,30.33,77.54,2.01,233,0,0
30/04/2026,16:13:13,30.32,77.69,0.46,120,0,0
30/04/2026,16:15:11,30.31,77.86,2.59,261,0,0
30/04/2026,16:17:10,30.3,78.26,2.27,246,0,0
30/04/2026,16:19:11,30.31,78.32,2.48,256,0,0
30/04/2026,16:21:11,30.31,78.31,2.97,277,0,0
30/04/2026,16:23:12,30.32,78.13,3.87,311,0,0
30/04/2026,16:25:12,30.33,78.13,6.71,394,0,0
30/04/2026,16:27:12,30.33,78.08,5.36,358,0,0
30/04/2026,16:29:14,30.33,77.67,6.48,388,0,0
30/04/2026,16:31:13,30.33,77.86,6.44,387,0,0
30/04/2026,16:33:13,30.32,77.39,5.12,351,0,0
30/04/2026,16:35:13,30.31,77.74,1.74,219,0,0
30/04/2026,16:37:16,30.29,77.92,0.57,132,0,0
30/04/2026,16:39:13,30.28,77.89,0.89,162,0,0
30/04/2026,16:41:13,30.28,77.92,1.17,183,0,0
30/04/2026,16:43:14,30.28,77.91,1.21,186,0,0
30/04/2026,16:45:14,30.27,77.75,1.21,186,0,0
30/04/2026,16:47:21,30.27,77.75,1.22,187,0,0
30/04/2026,16:49:15,30.27,77.79,2.31,248,0,0
30/04/2026,16:51:15,30.27,77.62,5.76,369,0,0
30/04/2026,16:53:15,30.26,77.75,1.71,217,0,0
30/04/2026,16:55:15,30.26,77.67,1.85,225,0,0
30/04/2026,16:57:15,30.27,77.68,1.93,229,0,0
30/04/2026,16:59:16,30.27,77.63,1.62,212,0,0
30/04/2026,17:01:16,30.27,77.88,2.55,259,0,0
30/04/2026,17:03:16,30.27,77.93,0.61,136,0,0
30/04/2026,17:05:16,30.26,78.32,0.7,145,0,0
30/04/2026,17:07:17,30.23,78.79,0.4,113,0,0
30/04/2026,17:09:18,30.22,78.73,0.54,129,0,0
30/04/2026,17:11:18,30.21,78.68,0.49,124,0,0
30/04/2026,17:13:18,30.2,78.53,0.43,116,0,0
30/04/2026,17:15:18,30.19,78.59,0.43,116,0,0
30/04/2026,17:17:18,30.18,78.64,0.53,128,0,0
30/04/2026,17:19:18,30.17,78.71,0.65,140,0,0
30/04/2026,17:21:18,30.17,78.74,0.77,152,0,0
30/04/2026,17:23:18,30.16,78.73,0.51,126,0,0
30/04/2026,17:25:19,30.16,78.85,0.41,114,0,0
30/04/2026,17:27:19,30.16,78.89,0.54,129,0,0
30/04/2026,17:29:19,30.16,78.91,0.44,118,0,0
30/04/2026,17:31:20,30.15,78.96,0.47,121,0,0
30/04/2026,17:33:19,30.15,79.03,0.75,150,0,0
30/04/2026,17:35:20,30.15,79.06,0.67,142,0,0
30/04/2026,17:37:21,30.15,79.09,0.83,157,0,0
30/04/2026,17:39:21,30.15,79.14,0.92,164,0,0
30/04/2026,17:41:21,30.15,79.13,0.97,168,0,0
30/04/2026,17:43:22,30.15,79.13,1.13,180,0,0
30/04/2026,17:45:21,30.15,79.18,1.28,191,0,0
30/04/2026,17:47:22,30.15,79.18,1.27,190,0,0
30/04/2026,17:49:22,30.15,79.12,1.54,207,0,0
30/04/2026,17:51:23,30.15,79.09,1.36,196,0,0
30/04/2026,17:53:23,30.15,79.06,1.49,204,0,0
30/04/2026,17:55:23,30.15,79.04,1.46,202,0,0
30/04/2026,17:57:23,30.15,79.04,1.47,203,0,0
30/04/2026,17:59:24,30.13,78.76,0.34,105,0,0
30/04/2026,18:01:24,30.11,78.88,0.46,120,0,0
30/04/2026,18:03:26,30.1,78.93,0.62,138,0,0
30/04/2026,18:05:24,30.09,79.02,0.68,143,0,0
30/04/2026,18:07:25,30.09,78.97,0.61,136,0,0
30/04/2026,18:09:25,30.08,79.06,0.63,139,0,0
30/04/2026,18:11:25,30.08,79.07,0.62,138,0,0
30/04/2026,18:13:26,30.07,79.03,0.55,130,0,0
30/04/2026,18:15:26,30.07,79.07,0.78,153,0,0
30/04/2026,18:17:26,30.06,79.05,0.7,145,0,0
30/04/2026,18:19:27,30.06,79.09,0.69,144,0,0
30/04/2026,18:21:28,30.06,79.11,0.62,138,0,0
30/04/2026,18:23:28,30.05,79.07,0.62,138,0,0
30/04/2026,18:25:28,30.05,79.15,0.65,140,0,0
30/04/2026,18:27:28,30.04,79.16,0.61,136,0,0
30/04/2026,18:29:28,30.04,79.14,0.63,139,0,0
30/04/2026,18:31:29,30.04,79.1,0.66,141,0,0
30/04/2026,18:33:29,30.03,79.07,0.76,151,0,0
30/04/2026,18:35:29,30.02,79.09,0.84,158,0,0
30/04/2026,18:37:29,30.02,79.06,0.76,151,0,0
30/04/2026,18:39:31,30.01,79.03,0.8,154,0,0
30/04/2026,18:41:30,30.01,79.0,0.71,146,0,0
30/04/2026,18:43:30,30.0,78.96,0.71,146,0,0
30/04/2026,18:45:31,30.0,78.93,0.7,145,0,0
30/04/2026,18:47:31,29.99,79.02,0.65,140,0,0
30/04/2026,18:49:31,29.99,79.06,0.69,144,0,0
30/04/2026,18:51:32,29.98,79.22,0.58,133,0,0
30/04/2026,18:53:32,29.97,79.31,0.65,140,0,0
30/04/2026,18:55:32,29.97,79.35,0.61,136,0,0
30/04/2026,18:57:33,29.96,79.42,0.59,134,0,0
30/04/2026,18:59:32,29.95,79.58,0.51,126,0,0
30/04/2026,19:01:33,29.95,79.65,0.48,122,0,0
30/04/2026,19:03:33,29.94,79.69,0.45,119,0,0
30/04/2026,19:05:34,29.93,79.75,0.42,115,0,0
30/04/2026,19:07:34,29.92,79.82,0.5,125,0,0
30/04/2026,19:09:34,29.91,80.01,0.45,119,0,0
30/04/2026,19:11:34,29.91,80.05,0.42,115,0,0
30/04/2026,19:13:34,29.89,80.11,0.49,124,0,0
30/04/2026,19:15:37,29.89,80.25,0.5,125,0,0
30/04/2026,19:17:36,29.88,80.24,0.44,118,0,0
30/04/2026,19:19:35,29.87,80.26,0.42,115,0,0
30/04/2026,19:21:35,29.86,80.34,0.39,111,0,0
30/04/2026,19:23:35,29.85,80.36,0.42,115,0,0
30/04/2026,19:25:36,29.83,80.34,0.42,115,0,0
30/04/2026,19:27:36,29.82,80.37,0.37,109,0,0
30/04/2026,19:29:37,29.81,80.38,0.37,109,0,0
30/04/2026,19:31:36,29.81,80.37,0.4,113,0,0
30/04/2026,19:33:37,29.8,80.39,0.45,119,0,0
30/04/2026,19:35:37,29.8,80.46,0.6,135,0,0
30/04/2026,19:37:38,29.79,80.46,0.47,121,0,0
30/04/2026,19:39:38,29.79,80.51,0.54,129,0,0
30/04/2026,19:41:38,29.79,80.61,0.61,136,0,0
30/04/2026,19:43:39,29.78,80.72,0.65,140,0,0
30/04/2026,19:45:39,29.78,80.72,0.59,134,0,0
30/04/2026,19:47:39,29.78,80.74,0.74,149,0,0
30/04/2026,19:49:40,29.77,80.79,0.7,145,0,0
30/04/2026,19:51:40,29.77,80.88,0.94,166,0,0
30/04/2026,19:53:40,29.75,80.95,0.97,168,0,0
30/04/2026,19:55:40,29.74,80.95,1.02,172,0,0
30/04/2026,19:57:41,29.73,80.89,0.89,162,0,0
30/04/2026,19:59:42,29.72,80.9,0.94,166,0,0
30/04/2026,20:01:41,29.72,80.9,0.93,165,0,0
30/04/2026,20:03:41,29.72,80.89,0.88,161,0,0
30/04/2026,20:05:42,29.71,80.9,0.84,158,0,0
30/04/2026,20:07:43,29.71,80.91,0.97,168,0,0
30/04/2026,20:09:42,29.71,80.91,0.92,164,0,0
30/04/2026,20:11:42,29.7,80.87,0.77,152,0,0
30/04/2026,20:13:46,29.7,80.91,0.65,140,0,0
30/04/2026,20:15:43,29.69,80.88,0.63,139,0,0
30/04/2026,20:17:44,29.68,80.85,0.52,127,0,0
30/04/2026,20:19:44,29.68,80.84,0.52,127,0,0
30/04/2026,20:21:45,29.67,80.83,0.62,138,0,0
30/04/2026,20:23:45,29.67,80.86,0.69,144,0,0
30/04/2026,20:25:45,29.66,80.8,0.66,141,0,0
30/04/2026,20:27:45,29.65,80.79,0.68,143,0,0
30/04/2026,20:29:45,29.64,80.8,0.5,125,0,0
30/04/2026,20:31:45,29.64,80.83,0.52,127,0,0
30/04/2026,20:33:45,29.63,80.89,0.69,144,0,0
30/04/2026,20:35:47,29.62,80.86,0.73,148,0,0
30/04/2026,20:37:46,29.6,80.93,0.82,156,0,0
30/04/2026,20:39:46,29.58,80.89,0.98,169,0,0
30/04/2026,20:41:47,29.57,80.89,0.87,160,0,0
30/04/2026,20:43:50,29.55,80.87,1.08,177,0,0
30/04/2026,20:45:47,29.54,80.88,0.84,158,0,0
30/04/2026,20:47:48,29.53,80.83,1.02,172,0,0
